;;;Distribution;;Load;Load Position;;;;Magnitude;
No.;On Surfaces No.;Projection;in Z-Direction;Along Perimeter;Direction;X1 [mm];Z1 [mm];X2 [mm];Z2 [mm];[kN/m2];Comment
