;;;Load;Load;Surface base area nodes [mm];1st Corner Point;;2nd Corner Point;;3rd Corner Point;;
No.;On Surfaces No.;Projection;Distribution;Direction;X1,Y1: X2,Y2: X3,Y3: ...;No.;p1 [kN/m2];No.;p2 [kN/m2];No.;p3 [kN/m2];Comment
