;;;;;;Inclination;Notional Load;Force Level;Gravity;Precamber;Activity;Apply e0;
No.;Reference to;On Members No.;Direction;Standard;Reference;1/phi0 [-];Factor [-];Adjustment Factor alpha [-];Load Combination;L/e0 [-];Criterion;from epsilon0 [-];Comment
