Found.;;C1,x;C1,y;C1,z;C2,x;C2,y;C2,z;Cphi;Foundation;
No.;On Members No.;[kN/m2];[kN/m2];[kN/m2];[kN];[kN];[kN];[kNm/rad/m];Ineffectiveness;Comment
